ID_REF	GSM1941863	GSM1941867	GSM1941868	GSM1941869	GSM1941870	GSM1941875	GSM1941879	GSM1941880	GSM1941881	GSM1941884	GSM1941885	GSM1941886	GSM1941888	GSM1941889	GSM1941890	GSM1941891	GSM1941892	GSM1941894	GSM1941895	GSM1941896	GSM1941899	GSM1941900	GSM1941901	GSM1941902	GSM1941903	GSM1941904	GSM1941906	GSM1941907	GSM1941908	GSM1941909	GSM1941911	GSM1941912	GSM1941913	GSM1941914	GSM1941915	GSM1941917	GSM1941918	GSM1941919	GSM1941920	GSM1941921	GSM1941922	GSM1941923	GSM1941924	GSM1941925	GSM1941927	GSM1941928	GSM1941931	GSM1941935	GSM1941936	GSM1941937	GSM1941938	GSM1941939	GSM1941940	GSM1941941	GSM1941942	GSM1941943	GSM1941944	GSM1941948	GSM1941949	GSM1941950	GSM1941951	GSM1941952	GSM1941953	GSM1941954	GSM1941955	GSM1941957	GSM1941958	GSM1941959	GSM1941960	GSM1941961	GSM1941962	GSM1941965	GSM1941966	GSM1941967	GSM1941968	GSM1941970	GSM1941971	GSM1941972	GSM1941973	GSM1941974	GSM1941975	GSM1941976	GSM1941977	GSM1941978	GSM1941979	GSM1941982	GSM1941983	GSM1941984	GSM1941985	GSM1941988	GSM1941989	GSM1941990	GSM1941991	GSM1941992	GSM1941993	GSM1941994	GSM1941995	GSM1941996	GSM1941997	GSM1941998	GSM1941999	GSM1942000	GSM1942001	GSM1942002	GSM1942003	GSM1942004	GSM1942005	GSM1942006	GSM1942007	GSM1942008	GSM1942010	GSM1942011	GSM1942012	GSM1942013	GSM1942014	GSM1942015	GSM1942017	GSM1942018	GSM1942019	GSM1942020	GSM1942021	GSM1942022	GSM1942023	GSM1942024	GSM1942025	GSM1942026	GSM1942027	GSM1942028	GSM1942029	GSM1942030	GSM1942031	GSM1942032	GSM1942033	GSM1942034	GSM1942035	GSM1942036	GSM1942037	GSM1942038	GSM1942039	GSM1942040	GSM1942042	GSM1942044	GSM1942045	GSM1942046	GSM1942048	GSM1942049
cg00606841	0.528866735463437	0.504266876861706	0.519969095671509	0.479015796496516	0.526667963451943	0.391821122568858	0.468216388481543	0.489183274357188	0.783403403286988	0.517351993234101	0.538057537183309	0.493118606935818	0.887707721548737	0.449886161459339	0.881459838865526	0.541384145461542	0.523031352012933	0.369941971414107	0.469466009889493	0.438220077387939	0.73097292366725	0.509537598927137	0.492255070615049	0.548673074153635	0.606641303429468	0.648480539331535	0.517722540461902	0.479403891049534	0.39226152492972	0.53844947485742	0.37773838756455	0.50848184976782	0.699392508581391	0.418880011852649	0.540758747931089	0.539199074927909	0.523012626051785	0.51024704879824	0.445156168505979	0.42295390995067	0.543446169112099	0.448069721751104	0.385770917108775	0.442019426074885	0.568982896677508	0.698930514898468	0.496552730176279	0.511774837140334	0.468801071021511	0.602260060835746	0.610088191399882	0.846003640802858	0.273723301374247	0.640502042344865	0.563645178511893	0.550217932000387	0.52648775372543	0.506856654318868	0.555571266734814	0.505172083944805	0.530873653250838	0.766161738481189	0.408625660344021	0.59487166309116	0.574985230474092	0.503848175609886	0.281275797309986	0.462456259629646	0.533441899915183	0.652770448548813	0.503055246537656	0.665765022081988	0.612013035536366	0.452847492240085	0.830235850030453	0.525213341435862	0.630090512273304	0.666501233928603	0.42684994989868	0.582590027700832	0.57512328061193	0.537509615217913	0.529957129841309	0.545639250766877	0.568944529997668	0.540675305800244	0.109735722284435	0.625232281834924	0.549262329838721	0.520373377610724	0.573962783012497	0.612030400572246	0.528826441381355	0.603715058070775	0.538862196671172	0.63868602982491	0.545603674121746	0.588380348166863	0.495203496086843	0.774520257730153	0.548743656999975	0.524610188128892	0.54495529477234	0.449268201938857	0.414954497361968	0.457888876298394	0.508486341520148	0.884496353691887	0.696543527305882	0.851236071006533	0.98952306936752	0.527702715665679	0.811587107119455	0.360344061946077	0.564190353143842	0.412967231939347	0.47766943016249	0.546311280342694	0.809459808259587	0.799512987012987	0.818158706822674	0.655793536446803	0.850654256700205	0.865232806543515	0.812074693622251	0.8272502817467	0.550210438549286	0.695638627765878	0.31576055586343	0.507882591243807	0.476672013843018	0.997130666666666	0.81914429014683	0.879663985565048	1.0	0.9317148208002	0.982570639716497	0.930156590928979	0.840258942016654	0.967120362957033	0.537816196061379	0.465399350566815	0.528324022246687	0.542672659419194	0.83759814281032	0.543876607850757
cg12333707	0.386879587389286	0.384101934881811	0.35345674531077	0.389093180204584	0.400422832980973	0.411842479782562	0.437507836392004	0.372664740033057	0.508668721769775	0.475060151365417	0.426757509877228	0.418659473350722	0.433510710203381	0.391043591840118	0.429699895279558	0.392866083021622	0.429917645539085	0.419924376970233	0.413691879435404	0.33746999623135	0.344196363881011	0.317439631217284	0.414752001637122	0.377561466493001	0.446789375593726	0.432108275432644	0.416708688569047	0.403291777035137	0.385831834296026	0.34193918531268	0.403659563591258	0.443763706650357	0.387544617338838	0.367823307370177	0.376715459278764	0.363084796733283	0.409864241833026	0.45944046863162	0.427199648339211	0.314251631278444	0.406278684115616	0.410831032752133	0.368118056863114	0.381368924892229	0.495516363933361	0.40266148183546	0.456546153078918	0.489119200189621	0.477190179752323	0.521980094030382	0.478927193784555	0.467116707222647	0.46868132676166	0.49722165802823	0.412283239102301	0.468170282489291	0.442886326694378	0.456172524650992	0.485997060917442	0.521131754413139	0.468979615073957	0.498363406705013	0.462185250470644	0.493543867802031	0.507978216183824	0.476669831046913	0.448031663416279	0.438552544308307	0.461600485547179	0.482008161166817	0.487067758850094	0.403635528659353	0.488966607638149	0.461374673961728	0.518219761470348	0.466951087660538	0.475244984258548	0.451801600488932	0.543338045947993	0.47066264829727	0.424149362818508	0.463108181741224	0.495356204302896	0.477648628166821	0.475788815676395	0.449333496087286	0.494324647828624	0.407133878674554	0.507740155993195	0.477236075359038	0.512710263545852	0.469725186000757	0.430053282296295	0.464167416761778	0.456588888576402	0.474216732259977	0.467387858715461	0.546711684093525	0.499378015081261	0.458164018322653	0.445013107246526	0.479184398800655	0.461629996943757	0.440538474596783	0.421452829057623	0.424182637969103	0.430084178655268	0.716645108271484	0.694338105916854	0.676984857073997	0.657280122032183	0.5959292559755	0.677270595757834	0.458396669412622	0.493831084009257	0.430691695867777	0.433948554508497	0.484183789778503	0.664296376638163	0.64231814069224	0.755904204817397	0.687846606735018	0.677504950078946	0.651565276436145	0.618153302960582	0.687416072527476	0.453934748702191	0.467272572299863	0.455064237682403	0.518002935750119	0.562769205034918	0.652394657790046	0.686233960548432	0.727627823547281	0.758446511460489	0.659898062149777	0.635872279814817	0.67152323534987	0.660706033029002	0.664823522188699	0.476175654202882	0.439629457668323	0.502881915512679	0.433257529375077	0.520260906676203	0.420678614462773
cg26710963	0.574177101248518	0.507538297593465	0.582543428867453	0.595447120108479	0.509470110092939	0.442531913195215	0.530136795639794	0.544526089906569	0.768583263771749	0.532812139988848	0.539735080472868	0.524185403342987	0.815875542265599	0.510055987439137	0.844777139613221	0.572968797334141	0.488053062082056	0.386866313405123	0.51575013090898	0.491298992139042	0.796152787508758	0.487389822692626	0.493365245510424	0.534316063474612	0.612156349332076	0.642403805132209	0.509300034488925	0.502984791805257	0.456065915585132	0.54517905610161	0.433444696789728	0.50841741110703	0.663423872875092	0.545951131349206	0.526214659301348	0.547546893241181	0.521646836072253	0.512290663713257	0.572967797674737	0.549664311897635	0.522128300329066	0.452808810252284	0.439085694385853	0.434299594693175	0.570689425308991	0.631508729330429	0.515619779054422	0.520648375264163	0.575649305284627	0.61762305415958	0.624845634790677	0.79023710019737	0.359092299847017	0.655015655907694	0.535381403111649	0.561533078521911	0.521137687897851	0.573073283544616	0.558909693671561	0.518222495345093	0.569912216814633	0.767390540681944	0.498678764063379	0.617136001348953	0.57902409557625	0.5100824791298	0.36531552022838	0.498774502644459	0.520104825855822	0.643261318627466	0.50343037203492	0.346052341720659	0.608989394472804	0.486879033034668	0.753860320094087	0.577469205945184	0.614479065189503	0.644841448219042	0.459567568140638	0.595139225928515	0.591002954277979	0.53373071173716	0.555012119654367	0.560269277400752	0.638182666626287	0.556907664220115	0.130715029503644	0.668776486905508	0.548480772568052	0.532636031333056	0.569157958400407	0.587496984318456	0.555960473768371	0.655477966197823	0.532133301579077	0.634262133048237	0.578978259291794	0.578142432226064	0.515719693074608	0.800950869400793	0.54446267268838	0.54260652798629	0.579951408033131	0.502679661380001	0.485106516492293	0.606382941826967	0.539257127698838	0.795077638785163	0.640834840175219	0.756562030830119	0.952350584471963	0.523994611924041	0.751468566853705	0.398714869839442	0.605979049852087	0.433452770859373	0.508480730316008	0.541494689915017	0.822733988645618	0.793830678655851	0.803604463258143	0.586764337590784	0.792644300927433	0.781331104296385	0.742124497691673	0.785142347694046	0.546531572993055	0.808430088891131	0.384155424517231	0.530476833108413	0.648205777317094	0.938559105022246	0.805639476632198	0.860599506876103	1.0	0.90831977338339	0.926377455887518	0.857837746405127	0.799143312125331	0.916948455883368	0.539734416047511	0.535298530762168	0.543789523360075	0.551540829560802	0.786483191893981	0.581552263598999
cg01578057	0.287758145911932	0.410026114456388	0.417175257316655	0.232665584684824	0.418072656792525	0.888092231219784	0.421327949856909	0.685107134032264	0.728894820225859	0.376185071963141	0.413326359103652	0.415195378569747	0.429672901881733	0.22232365796075	0.34746742395772	0.763423802042419	0.380534847816722	0.178590603826434	0.336276366451457	0.118207231537298	0.0	0.632954914855843	0.385481424045079	0.40300973233713	0.26994801252515	0.390118982767525	0.425323501234924	0.344540039067904	0.832141286584745	0.388719341051687	0.405227604760936	0.381541083597524	0.195269944318619	0.492354385094947	0.439682042800515	0.169247575752947	0.342507071147427	0.427929820030289	0.241054846062085	0.472173758003627	0.387003795420607	0.361924023009148	0.0468012388223588	0.314778053432835	0.436861652470674	0.420871978885514	0.298960849368643	0.415612830816578	0.384197759271222	0.386210786505512	0.503953094695781	0.459851702601829	0.439110721076496	0.564768637988332	0.31777756078508	0.497462050180883	0.492711607790812	0.352793279641535	0.397376503387325	0.422221906206548	0.503880432072157	0.446521950312099	0.46807832619428	0.385190226053465	0.417107521194715	0.360029662588061	0.134411284044868	0.384897587936248	0.456258231793514	0.50609231399169	0.393862245901017	0.598521446347533	0.390350916606758	0.470094258783204	0.447581407044623	0.490325874150888	0.366959261145287	0.485230423042305	0.745679725857455	0.475467763376537	0.464588484194943	0.404409554314106	0.451372433654509	0.422703668223759	0.333388971537996	0.409906108738383	0.40774395496216	0.350192267967653	0.843265103111051	0.391142322415924	0.411037727704395	0.473372022643928	0.434877638727942	0.236293132725742	0.413309309292261	0.460470014013925	0.473603230596071	0.485894360512419	0.398723462468458	0.123563755178019	0.385653306571902	0.384042223047459	0.397625090658583	0.346482759839574	0.297406376241948	0.307011962457071	0.316325807074793	0.766872480509821	0.90535481570369	0.826036164312783	0.814713873987186	0.968684329529434	0.581919436482746	0.350735629752377	0.435221326592689	0.412552435001112	0.407294961828688	0.35173085785035	0.785972039816872	0.76199443191911	0.722051364724265	0.77253445607214	0.686084152372027	0.741007898221979	0.853847308958883	0.793812315201261	0.407330708645769	0.43577233785936	0.34282430203544	0.430157789607485	0.388006000817346	0.693831326824027	0.776921559602867	0.603799990786278	0.195165384646429	0.810660310660311	0.71192963166575	0.768938346589391	0.777344026795626	0.920989761961789	0.423419391963972	0.353979839789608	0.40386787320609	0.523139454969831	0.424344905852606	0.229927978505146
cg12759554	0.338967391859003	0.436953664432824	0.461848542820203	0.330787016913963	0.413218731046623	0.860552628568894	0.48449380225131	0.765778672683439	0.712888361977424	0.428749440729185	0.452319160865164	0.395913346359697	0.462184111069084	0.360214005026103	0.512938573907737	0.854181938132238	0.433461934376399	0.189683645846883	0.360670497428543	0.171592308420953	0.0193256368748403	0.663866628448775	0.439513349372678	0.432439464573818	0.3177609067731	0.438780537713297	0.431141129111191	0.433575661852929	0.853219875441751	0.433923764765992	0.46843429039888	0.424025287753886	0.256918467777262	0.515262786134306	0.465118159752175	0.238424495430142	0.347850224622957	0.399737360094493	0.302186838885118	0.622299225034319	0.386015986422491	0.407916836742408	0.0737189839410766	0.320081210965123	0.466363883962353	0.429869929609829	0.292611919163739	0.427522610841589	0.399872676343265	0.410867659947415	0.503460558886791	0.457241089357711	0.483329080806888	0.543938065732089	0.336794371370105	0.522914528454866	0.504285408779714	0.402179274269088	0.492945675014641	0.444827986533029	0.58106987216468	0.418596887196125	0.492184599501672	0.361873820490356	0.411216207970916	0.367831818754256	0.13120312573811	0.332073783981787	0.442224686368248	0.481905239989188	0.422807775667955	0.614438910942358	0.426118690313779	0.460818728846701	0.483948773698966	0.481852613840501	0.399488810941621	0.497245539743964	0.713849416324646	0.504063747557971	0.479240622582573	0.423041915933965	0.441686664139772	0.464264965569741	0.382550245488372	0.43852222793262	0.410693395996689	0.344660486171729	0.848717634466587	0.41085841122708	0.433511786128205	0.448180663037776	0.426345008152656	0.164260348379846	0.417926060280326	0.448362843985007	0.432470701360924	0.48444120867785	0.384842390552771	0.148645255884952	0.429036500894252	0.409771195976717	0.427752300363915	0.342284602522679	0.273855915042973	0.188971115051143		0.392971667556321	0.660220152158124		0.511161227858085	0.780787676459687	0.294326364541723	0.365387994680607	0.438345741761716	0.447613993771594	0.394071790217061	0.392062083181273	0.409457139083345	0.394305496679384	0.418086841483478	0.458320337583709		0.42220651200882	0.586573818037762	0.558229208499359	0.407825193665623	0.325146166566765	0.414842989738555	0.431994373583153	0.514538142263523	0.430549903907751	0.466060340729322	0.299986661939693	0.43949642784832	0.524023573679939	0.460402220343894	0.391333901741478	0.450043343500708	0.68934203878033	0.479049188808385	0.334491586181754	0.410810055004231	0.540944972893467	0.441528486494195	0.225220509702559
cg21177463	0.361242656762626	0.282362513765505	0.652692341529176	0.316409964309003	0.38120541436014	0.394484322581854	0.45007454606845	0.497304713734104	0.546218487394958	0.60546957143458	0.555829904909322	0.379124048294588	0.747521388777589	0.448895366788796	0.677344877665068	0.575412166260762	0.43396629677467	0.380776362235405	0.247963475664411	0.536486815625583	0.366423068901878	0.399292765928771	0.338852377188703	0.545031964185956	0.57063506955376	0.599288818751706	0.192478996584732	0.442878503892543	0.766929491774332	0.400323721916779	0.361199117007506	0.346013458234057	0.667480905379631	0.478350794605848	0.65347336892739	0.334235300495104	0.695694039917102	0.48927056161413	0.736198180026533	0.617180901395974	0.620808450478272	0.448657337406254	0.331860076686503	0.440684220931243	0.694045160693785	0.394672881624009	0.496193454442662	0.568362598938149	0.556049363888666	0.663166412925068	0.627946026513153	0.606565736498145	0.341979531760786	0.608406878854673	0.458907756112007	0.610716133388117	0.690128202745692	0.438692257974892	0.728700880365054	0.657231519380475	0.537856704431807	0.447077425180951	0.625031388490562	0.608999206791953	0.580352663305688	0.340550445003246	0.615433391214074	0.630807215324335	0.653093914453121	0.37785207728536	0.672171816615906	0.409391778381335	0.641486674022729	0.542055949025391	0.797964110877289	0.477932754189895	0.738704243194311	0.744914032027502	0.665693860085955	0.573505846015618	0.21591466367754	0.406074678012174	0.643323826077489	0.448100264671434	0.658484673520845	0.460895518002009	0.671442157935855	0.650672862445314	0.724673665811382	0.4019866647952	0.555405745143215	0.419015324986972	0.570758819014616	0.558772943470036	0.566330262109543	0.529409194644103	0.557391192553142	0.67196839181942	0.667968166368309	0.675623614574239	0.494350028762975	0.544482927388031	0.529629172940138	0.545471441670609	0.556569994313391	0.460271352774171	0.313524387279605	0.624088779097888	0.76639821827955	0.327748753367453	0.509350052430404	0.676424056622901	0.737274795326431	0.457746550083614	0.404070741106531	0.42102928029599	0.381532064015008	0.490506670438447	0.366936773430387	0.271013056505831	0.833294187666287	0.628154832808712	0.853425798935408	0.60448007636244	0.655817420878444	0.542967097904622	0.639575845622742	0.322607777174938	0.424359063641781	0.422020453440937	0.351583123777591	0.863787149678116	0.43401380569775	0.62208786403374	0.555753612633788	0.57925768068238	0.774730547412798	0.702124790303446	0.768603448558905	0.847215362422118	0.52465256374267	0.459239606772725	0.376907910549115	0.512206452854774	0.64846587358413	0.347496054132955
cg21128553	0.41131472515825	0.462738356311088	0.451690061786751	0.542073347098714	0.370576609850626	0.422881133594049	0.491349240616976	0.591198278783424	0.512203864523301	0.469489141876483	0.483175511528145	0.458818704464955	0.534869420106148	0.523489667813085	0.464045168617805	0.724364683681234	0.474152643911332	0.558407074013457	0.489768021451334	0.490064032468926	0.458012674430585	0.478175928547583	0.489942668401499	0.502220062885586	0.383009485924112	0.443553480177645	0.446684546218118	0.451012604965149	0.448324155247919	0.49881572205418	0.435328557966008	0.459495275541639	0.462002165881004	0.600381367693613	0.453001676396289	0.461954078006469	0.481316088748211	0.478471432791199	0.548638571630588	0.490483593892456	0.454362862608308	0.465563027087884	0.448702888719765	0.455939455954477	0.390501483357115	0.396745288075198	0.388105075900973	0.483895705521472	0.573370311268855	0.437977663011761	0.485568648657337	0.423934942602453	0.453768003745544	0.451674771066994	0.474124249628206	0.493185316460099	0.427193109224227	0.447083797676658	0.440388204385364	0.475897430589507	0.481654133473269	0.475310244475127	0.609701365114958	0.54055747100703	0.512137980378218	0.441700399019278	0.46818853205152	0.448802108116433	0.460410904375103	0.392349846182462	0.481140995025992	0.431971011586322	0.459541227664233	0.402311554560878	0.461132962589028	0.420199555500643	0.664716937674749	0.395567129793887	0.450890351252526	0.420249390398352	0.370440101947031	0.520176942485605	0.524750348557372	0.515453672803072	0.47040890027959	0.464977284994602	0.411980968405179	0.453273238885234	0.418410375477849	0.477953011023889	0.482987233244957	0.447259414994739	0.46476217661729	0.505405439789556	0.462953523448645	0.519407618495831	0.479276419131443	0.450159538065876	0.523161750897781	0.466817987703732	0.436458363859386	0.446589785550267	0.42362772558733	0.483208448257016	0.477214137192484	0.5723756369374	0.435459727390187	0.41154509817546	0.366876388642489	0.392476219051909	0.308811221631563	0.416020226734774	0.313065574417657	0.486207597293307	0.571877136549665	0.483225230218147	0.519416881164767	0.47111765907168	0.399022545525534	0.377774249272076	0.44474385209752	0.373306669415525	0.279370625724602	0.376959268822282	0.443310182371458	0.312672260266339	0.478162276773025	0.519544785798755	0.486847099890389	0.663528489577757	0.616473060009527	0.418573430128905	0.376047911202697	0.413917936949491	0.439899983163131	0.407494031148548	0.580965524336376	0.345967732304562	0.300346875263974	0.33626593119934	0.523769307968833	0.47171128985752	0.538718293993676	0.468076581016526	0.576613854451781	0.487983086235498
cg02489379	0.560999788463401	0.502995660481657	0.568446735323805	0.617751330720531	0.535981736790075	0.243781476399006	0.484829284153502	0.477967076081669	0.477123234977713	0.497573790833285	0.483355200573138	0.575502161809628	0.479581549105856	0.526171598734413	0.474115884115884	0.596832932692308	0.517004877342409	0.522219536335349	0.461732390877517	0.528036812020389	0.532801028459764	0.468155819683334	0.486325280358983	0.496601734958694	0.508421685878288	0.505610857389444	0.479446299100587	0.538426265756826	0.505312972478335	0.574228596935286	0.472294680439365	0.45352923586798	0.465726017369315	0.539014441686742	0.552406733037496	0.494723468893196	0.509418029118144	0.531854280424145	0.463441467518562	0.514163880357339	0.502568859679408	0.530427746538744	0.537060501457244	0.508935962249216	0.499215573341448	0.547116141449118	0.613399505183922	0.50382118936241	0.570421142997967	0.609314778194826	0.575367490186039	0.55137480748344	0.619479715842222	0.481939287673364	0.590455908557521	0.478639244121175	0.519415609582478	0.565933093788084	0.505743061522943	0.492325068844558	0.507183066954943	0.5010389323686	0.444588144816078	0.521864712594577	0.507013486709639	0.512318001245441	0.540122292377014	0.527413359050531	0.426341291912657	0.598150220630556	0.487859990027172	0.542176324692795	0.494976333966263	0.532818688504837	0.555051528808245	0.563940116192463	0.591750507718773	0.528496413280372	0.567313945082555	0.619436551971005	0.614962621777195	0.477034627305886	0.487694239033709	0.504111651813388	0.461571085973312	0.479254998072769	0.531935920196128	0.546216459484899	0.518899247387281	0.485966488405026	0.522199849832558	0.487439233842362	0.540992613943433	0.512617833711896	0.524130468534497	0.498292302116151	0.536581641613719	0.525197055613284	0.4764013807734	0.505433344716093	0.541678768332246	0.499296953890222	0.53443243810731	0.540741784015968	0.490020321026116	0.497460024835314	0.557488161808381	0.521709645735342	0.555096773230534	0.560881573800104	0.634922998062702	0.506816247844911	0.507740569885594	0.432633752777481	0.424288554381384	0.496279689946234	0.418812360575195	0.508659725411016	0.548941411120434	0.595553747860952	0.546382769737728	0.603558182939626	0.641049975920969	0.555624690744296	0.604560296154422	0.668792410191515	0.44939422260975	0.444369369912863	0.420661975550679	0.412021961378266	0.438868672682609	0.54816843090405	0.571819961352486	0.500179407796717	0.533686544041885	0.504803733450948	0.479077846462655	0.548191913072934	0.50337181524473	0.583495761424405	0.407462610532036	0.487972910410527	0.410617352506376	0.49678122131025	0.465585077157571	0.439983969638133
cg23109137	0.494771501390287	0.473298979521951	0.438856763301338	0.461654456449961	0.492469212111778	0.503030493732059	0.52695050383353	0.508201469360635	0.502356879578344	0.489026525155657	0.502890843801506	0.483749885394408	0.487349046774376	0.4750397144186	0.48800042328843	0.543097820058421	0.536985944551902	0.441093432934479	0.474353330672299	0.438692722480875	0.438038300691319	0.43274608906679	0.480712633172432	0.509643434595185	0.476156469721177	0.477962221875554	0.540741781575645	0.445229426661335	0.467721354793997	0.463987619662831	0.491078126842803	0.527527540561301	0.489895552739143	0.532521021993443	0.507595307470095	0.49239681033314	0.512242896389544	0.501479314550612	0.475516111237871	0.467300976588137	0.487248621145841	0.479729167079075	0.447653482311995	0.503018482535818	0.525259246290808	0.498124324768009	0.47700235537206	0.492491171021053	0.492641616728499	0.523013137599897	0.506648837197323	0.526341544826361	0.479133016042267	0.507563171074488	0.512583749337192	0.574121511311792	0.515847366653966	0.507045769318029	0.485023970760846	0.490253428027	0.529149358135653	0.541935317352466	0.533651737063802	0.489834172604286	0.521436307535421	0.50144492557627	0.493217318357818	0.487977660690706	0.502087464271489	0.539829061078608	0.477317616176674	0.492821550437806	0.535585741837732	0.461151083824858	0.507761588457606	0.492942512265596	0.491482142922958	0.482449416050413	0.495481130314456	0.501768922819104	0.462300019409809	0.485998626023236	0.499831088174597	0.532055589067646	0.526837681796244	0.529255081121383	0.505275020959621	0.442659404638933	0.482050069608158	0.491293188456893	0.513539674784648	0.532302745288118	0.501135712808734	0.508209488389897	0.500260063874763	0.529832516289972	0.478129197788333	0.503657387795603	0.532637016808847	0.488614634077062	0.495619565455516	0.495138688544207	0.473182491065736	0.472553258582848	0.441434857565831	0.496376664373395	0.436103646918545	0.548731582005294	0.544803176614065	0.539339636977128	0.531963164749932	0.467606261550565	0.501065900699316	0.514648696972422	0.508868356809653	0.549113524837656	0.518691980681917	0.506276972454992	0.535244141623208	0.511660215797781	0.544184698629899	0.528822462487928	0.496407569179324	0.533270018068759	0.494750114777943	0.507348610943372	0.558694034943035	0.494738402369901	0.521107158734275	0.548132241432006	0.520169030996237	0.515504996529386	0.550103626644989	0.540563905392528	0.522725861416334	0.567312980879854	0.579163404354317	0.498390616075592	0.514275575062903		0.551718244513252	0.488809179534427	0.501417210035468	0.559412675314791	0.576518730930061	0.506376187758722
cg16739686	0.470847565634693	0.467909115710371	0.279028237412656	0.388338238725688	0.602496277449553	0.151367547993726	0.504477709512483	0.659286988083014	0.780386931189282	0.477996039056743	0.461436007148727	0.538616745772774	0.564145614315788	0.454519486717499	0.481656876266664	0.484027864942889	0.553231091268251	0.265663086139227	0.497979578230593	0.533541528030716	0.530564643447697	0.675820367303276	0.438232510855372	0.437678496072746	0.513637119823009	0.479110309178599	0.523611667998094	0.495593394920656	0.429353934891317	0.407465800045951	0.473666085330099	0.500391894833447	0.594879828885702	0.375403768793201	0.490077530942135	0.502910668333211	0.542483441742574	0.460229242952962	0.369142176541589	0.429839322351571	0.481405925664465	0.520359624485789	0.467632812545157	0.456717022595626	0.450798995644854	0.239125417926346	0.289462920651039	0.485003013611166	0.482088757715425	0.461778159996542	0.510600413421539	0.379341173966261	0.445842482035584	0.387373106420602	0.260073130518988	0.236046085839751	0.650026138311226	0.490606968131407	0.469655875338378	0.552821885767774	0.465345728305366	0.387452614836158	0.532920765090327	0.400809284222517	0.451953935733767	0.251908824091187	0.241093716380993	0.456269566721398	0.413022286070766	0.468900934931756	0.477103599701008	0.340116110526998	0.487070503373101	0.541419814484339	0.584921234418777	0.412621589397672	0.354017195295692	0.473944865979964	0.284702983068307	0.494947258740269	0.526297759778401	0.541692564456722	0.471726612185126	0.473992584858462	0.523395951278093	0.459611293162925	0.076911636059836	0.314205055139723	0.548877549741108	0.526798035843777	0.460076099750896	0.333092738166725	0.481322429136117	0.581770648260646	0.49833767701672	0.487819089900112	0.549147138088128	0.470864454896866	0.473008480745432	0.444026480258484	0.537863570998719	0.362608931961072	0.432449903038138	0.488604747639432	0.320121375909401	0.372816251980882	0.48067976588656	0.455734051048612	0.246046632386839	0.449833992184776	0.459394992684448	0.507841024312947	0.186337588160661	0.427336192865919	0.676012084249101	0.443207156386775	0.647675209727609	0.496612609996728	0.173613874177098	0.443475546418247	0.216460828307348	0.403823305663803	0.446049645274502	0.373090515705515	0.653634969313263	0.587417310901434	0.461183533052589	0.454322312242993	0.491951002571827	0.462756691469469	0.609669146722564	0.406315429812748	0.439710740074745	0.18580501967758	0.130374263141395	0.480487118787642	0.0479446655154291	0.441693096348261	0.448505947200464	0.371507500937649	0.506804599803499	0.426326231282766	0.494239515717893	0.256234900071791	0.628113226937066	0.463854660040264
